"OTU" "p_value" "BH_FDR" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"f66111cb0705910a605a53225d825f86" 1.03871939931932e-47 1.03871939931932e-47 "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium" "Sphingobacterium_multivorum"
"X38ffde10ece9744eaa47c4fdf3c9ce77" 1.10451897542541e-47 1.10451897542541e-47 NA NA NA NA NA NA NA
"e73207bbc038ff6ac2a68342a6cfade7" 1.26424437446844e-47 1.26424437446844e-47 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" "Luteibacter" "Luteibacter_yeojuensis"
"X6fe090c770abf20dddd9f7d1e29e6c4c" 1.32785895360642e-47 1.32785895360642e-47 NA NA NA NA NA NA NA
"f1f00c8462fd5b2dc059b0be1b58acaf" 1.39465873338196e-47 1.39465873338196e-47 "Bacteria" "Actinobacteria" "Actinomycetia" "Micromonosporales" "Micromonosporaceae" "Actinoplanes" "Actinoplanes_ferrugineus"
"feca4567f45d693f1f772072094392fd" 1.41187479213075e-47 1.41187479213075e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" "Phenylobacterium_mobile"
"X4056041263d8f39c259ac6deb82d735c" 1.4293023603579e-47 1.4293023603579e-47 NA NA NA NA NA NA NA
"b8bb975e1128b5c3504e7ba4297cf4f9" 1.46480240067058e-47 1.46480240067058e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Asticcacaulis" "Asticcacaulis_benevestitus"
"dd700ba6bec085196cf3787b7b682319" 1.46480240067058e-47 1.46480240067058e-47 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Chromobacteriaceae" "Paludibacterium" "Paludibacterium_yongneupense"
"b127145673a72647694618aa9f0fd124" 1.46480240067058e-47 1.46480240067058e-47 "Bacteria" "Proteobacteria" "Oligoflexia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" "Bdellovibrio_bacteriovorus"
"X8ac6f9dad1b9e21c5f51dba6e2010f43" 1.51970446254731e-47 1.51970446254731e-47 NA NA NA NA NA NA NA
"X7395ff9211b38303d1cbcb88d3b2ba40" 1.53845650805735e-47 1.53845650805735e-47 NA NA NA NA NA NA NA
"b43f21188f93bb1cf209a3a2cc606516" 1.57665427031838e-47 1.57665427031838e-47 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Pseudomonadales" "Marinobacteraceae" "Tamilnaduibacter" "Tamilnaduibacter_salinus"
"bad0f5174b8cabd577b237afb2d8e8ff" 1.57665427031838e-47 1.57665427031838e-47 "Bacteria" "Proteobacteria" "Oligoflexia" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio" "Bdellovibrio_bacteriovorus"
"X1441d2b90de4e2416d0e8096283b4904" 1.57665427031838e-47 1.57665427031838e-47 NA NA NA NA NA NA NA
"X9fe9c87bed20727dd45c5d5ec5c8a22d" 1.5961056500757e-47 1.5961056500757e-47 NA NA NA NA NA NA NA
"ed9822dfe6f5b26b83f260948f5f733f" 1.7179327902962e-47 1.7179327902962e-47 "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Cytophaga" "Cytophaga_hutchinsonii"
"X22e04fdc13f7f6103dc6577307bd6b08" 1.7179327902962e-47 1.7179327902962e-47 NA NA NA NA NA NA NA
"X132d28403c8d00d431f01673a22d650a" 1.76056430022864e-47 1.76056430022864e-47 NA NA NA NA NA NA NA
"X2920f900ffd1d2be47c05534a25459a6" 1.80424863439762e-47 1.80424863439762e-47 NA NA NA NA NA NA NA
"X9697e68c72e9fa6ab5bf1b9623ced1b8" 1.80424863439762e-47 1.80424863439762e-47 NA NA NA NA NA NA NA
"X29f60d2f6a6c16944acd57e6e1c5b427" 1.80424863439762e-47 1.80424863439762e-47 NA NA NA NA NA NA NA
"cc9ab0603230b1273e2c71f6397ca34e" 1.82649367144082e-47 1.82649367144082e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Methylobacteriaceae" "Methylobacterium" "Methylobacterium_mesophilicum"
"ee0bbacc6dcfb154b2618c8d014870e9" 1.82649367144082e-47 1.82649367144082e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Holosporales" "Holosporaceae" "Holospora" "Holospora_curviuscula"
"X9ed78d8754a723d39506cdbce5589447" 1.8948799013227e-47 1.8948799013227e-47 NA NA NA NA NA NA NA
"X65a0b99e308dacaf1a3928558a6dc695" 1.8948799013227e-47 1.8948799013227e-47 NA NA NA NA NA NA NA
"X95bc7711b7f9340d6d82497dc0359a5d" 1.8948799013227e-47 1.8948799013227e-47 NA NA NA NA NA NA NA
"ed6fd38937d8613d35b80ada6e405436" 1.96581409134168e-47 1.96581409134168e-47 "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus" "Bacillus_haikouensis"
"X0191a00b7dd0571b4b7cb395d70e52d6" 2.01456559094164e-47 2.01456559094164e-47 NA NA NA NA NA NA NA
"X4b6cc13fe789dc073e5f634390b691d9" 2.06452027302354e-47 2.06452027302354e-47 NA NA NA NA NA NA NA
"X1e92466c37cf39d1e990796ff4b5ea5b" 2.06452027302354e-47 2.06452027302354e-47 NA NA NA NA NA NA NA
"X4a6ba16d064a50065416a5a60124a15a" 2.08995801356084e-47 2.08995801356084e-47 NA NA NA NA NA NA NA
"af914b411249884047f9d0ddb3c6708b" 2.1157076866069e-47 2.1157076866069e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "Devosiaceae" "Devosia" "Devosia_mishustinii"
"X8384ceac4fae2d3e35e6002f4c67ca41" 2.1417730987497e-47 2.1417730987497e-47 NA NA NA NA NA NA NA
"faa65bab7fd4d42d3a3934515b34eac9" 2.1417730987497e-47 2.1417730987497e-47 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "anaerobic_digester"
"bed5eff076ae7a1a0ddaeb436b643d7f" 2.1948665983597e-47 2.1948665983597e-47 "Bacteria" "Tenericutes" "Mollicutes" "Acholeplasmatales" "Acholeplasmataceae" "Candidatus_Phytoplasma" "Walnut_witches-broom"
"X85a2fc237708f238f99c7a1effb0ab86" 2.1948665983597e-47 2.1948665983597e-47 NA NA NA NA NA NA NA
"X31466603f22383cc2bc30ed57a1b58ae" 2.1948665983597e-47 2.1948665983597e-47 NA NA NA NA NA NA NA
"bcf5007e09886fe98b53194db9df8832" 2.1948665983597e-47 2.1948665983597e-47 "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Daejeonella" "Daejeonella_lutea"
"X547be89e525616beaed8e14ca49a3fac" 2.1948665983597e-47 2.1948665983597e-47 NA NA NA NA NA NA NA
"e5e158ffad4e92e3c10009d5de2d75c3" 2.24926989968869e-47 2.24926989968869e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA "planctomycete_DWL3I2"
"X0f87a6cc1bf403ef6411736b1ed9635b" 2.27697274368887e-47 2.27697274368887e-47 NA NA NA NA NA NA NA
"afe0eb9485eff348685c2107657e3a16" 2.27697274368887e-47 2.27697274368887e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Isosphaerales" "Isosphaeraceae" "Candidatus_Nostocoida" "Nostocoida_limicola"
"X1da39a18dab8a2956e78edf189b21b1b" 2.30501515681689e-47 2.30501515681689e-47 NA NA NA NA NA NA NA
"X98c0a5a4ae9e559920eb58b0be58fdd8" 2.30501515681689e-47 2.30501515681689e-47 NA NA NA NA NA NA NA
"X16a8a22db406c889219e55a9d5df8d6f" 2.33340128120025e-47 2.33340128120025e-47 NA NA NA NA NA NA NA
"X4084eb7b248fb44de4b36ffe3a58a04f" 2.36213530924463e-47 2.36213530924463e-47 NA NA NA NA NA NA NA
"X84814c20a4ec80e6f1126c1d87bd9d72" 2.36213530924463e-47 2.36213530924463e-47 NA NA NA NA NA NA NA
"d9e0d47b01290d84c25f610be5de1463" 2.39122148424113e-47 2.39122148424113e-47 "Bacteria" "Actinobacteria" "Actinomycetia" "Corynebacteriales" "Nocardiaceae" "Rhodococcus" "Rhodococcus_jostii"
"c56fb5ab39984f5a37d7c3fd1a069ebc" 2.45046750637671e-47 2.45046750637671e-47 "Bacteria" "Chloroflexi" "Caldilineae" "Caldilineales" "Caldilineaceae" "Litorilinea" "Litorilinea_aerophila"
"X7f830331e3bc08edac70ee169d555eff" 2.48063610009303e-47 2.48063610009303e-47 NA NA NA NA NA NA NA
"fc655ce7698c9e2b270830114f6dcfca" 2.51117433518233e-47 2.51117433518233e-47 "Bacteria" "Firmicutes" "Clostridia" "Thermoanaerobacterales" "Thermoanaerobacteraceae" "Gelria" "Gelria_glutamica"
"X847b807c8973aadd38c78ec9bf70d5c0" 2.51117433518233e-47 2.51117433518233e-47 NA NA NA NA NA NA NA
"X404b45971ed78f6098e9982092ec2642" 2.54208671873002e-47 2.54208671873002e-47 NA NA NA NA NA NA NA
"X99dbe8f7d98c321f19d8e85cdeff2f2c" 2.54208671873002e-47 2.54208671873002e-47 NA NA NA NA NA NA NA
"a43f7a92e7918eaa4cf76018c31dfb93" 2.57337781250667e-47 2.57337781250667e-47 "Bacteria" "Tenericutes" "Mollicutes" "Mycoplasmatales" "Mycoplasmataceae" "Mycoplasma" "Mycoplasma_bovoculi"
"e97b42d60610b8e199e3896d19fb9adc" 2.57337781250667e-47 2.57337781250667e-47 "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Chondromyces" "Chondromyces_apiculatus"
"X2eba112890e8176b7e26d6e235c30818" 2.57337781250667e-47 2.57337781250667e-47 NA NA NA NA NA NA NA
"c1f93a45df7205bc04fed79bba1ebf14" 2.60505223362849e-47 2.60505223362849e-47 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Methylophilaceae" "Methylotenera" "Methylotenera_mobilis"
"d1df914a7f2935b1d4267bf7bf8f1b62" 2.60505223362849e-47 2.60505223362849e-47 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Rhodanobacteraceae" "Dyella" "Dyella_psychrodurans"
"X6eb02493994ca28548b05611f74a4f93" 2.60505223362849e-47 2.60505223362849e-47 NA NA NA NA NA NA NA
"X50894babc73f3188c9fb557bd567d858" 2.60505223362849e-47 2.60505223362849e-47 NA NA NA NA NA NA NA
"X29919711d324bc3572766b0bf7cad5f9" 2.63711465522504e-47 2.63711465522504e-47 NA NA NA NA NA NA NA
"X3b25f3c47cab80ed586223f7c5fdaf47" 2.63711465522504e-47 2.63711465522504e-47 NA NA NA NA NA NA NA
"be057bf9e3ba77aef2da41900f8d25ce" 2.66956980711562e-47 2.66956980711562e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Acetobacteraceae" "Falsiroseomonas" "Falsiroseomonas_wooponensis"
"c68e9f699351d69221ab0b2265293c89" 2.70242247649354e-47 2.70242247649354e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_yunnanensis"
"d3ae633c804e761c5a70868a52b4710f" 2.70242247649354e-47 2.70242247649354e-47 "Bacteria" "Chloroflexi" "Thermomicrobia" "Sphaerobacterales" "Sphaerobacteraceae" "Nitrolancea" "Nitrolancea_hollandica"
"X3215a10547fcdd2fb7a5b794c7c57a9d" 2.70242247649354e-47 2.70242247649354e-47 NA NA NA NA NA NA NA
"aa92cf127995d04e4b0b13466ac2d7b0" 2.73567750861855e-47 2.73567750861855e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Roseobacteraceae" "Celeribacter" "alpha_proteobacterium"
"bfef300034d73580a949bc40be0d7009" 2.73567750861855e-47 2.73567750861855e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Tagaea" "Tagaea_marina"
"X0e29fffe274a892f7365e4ba9dc1d960" 2.73567750861855e-47 2.73567750861855e-47 NA NA NA NA NA NA NA
"X0327bb1685015de8863b46f0a02e734a" 2.73567750861855e-47 2.73567750861855e-47 NA NA NA NA NA NA NA
"X9cda29bf6f1fec1580359a5bb4a1fb69" 2.76933980751765e-47 2.76933980751765e-47 NA NA NA NA NA NA NA
"X2bf2a5509c160fb42415db4f1de1bd79" 2.76933980751765e-47 2.76933980751765e-47 NA NA NA NA NA NA NA
"b8f325b22cc79691c66bef35a8d081f6" 2.76933980751765e-47 2.76933980751765e-47 "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Rurimicrobium" "Rurimicrobium_arvi"
"X16e7ba13960530eb8a9c846c19038b1a" 2.76933980751765e-47 2.76933980751765e-47 NA NA NA NA NA NA NA
"X0a52b0c5d01c6397dc0ffcfb3ad1d0b5" 2.80341433669433e-47 2.80341433669433e-47 NA NA NA NA NA NA NA
"X8d451f5d993eb921bd18375dc7dc70e0" 2.80341433669433e-47 2.80341433669433e-47 NA NA NA NA NA NA NA
"e515a26ad0df63d8007f9d157976d5fd" 2.80341433669433e-47 2.80341433669433e-47 "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Parasegetibacter" "Parasegetibacter_terrae"
"c58a55cfab171639f05b663c9fd85cc3" 2.80341433669433e-47 2.80341433669433e-47 "Bacteria" "Acidobacteria" "Vicinamibacteria" "Vicinamibacterales" "Vicinamibacteraceae" "Vicinamibacter" "Vicinamibacter_silvestris"
"X434bbb96d66e6324ade4a15462b023d5" 2.80341433669433e-47 2.80341433669433e-47 NA NA NA NA NA NA NA
"X5a78d6c5cf7546a50a3f9fcbebb9bb2f" 2.83790611984629e-47 2.83790611984629e-47 NA NA NA NA NA NA NA
"X3b98f24d19a6c53b96ea9965fcbded96" 2.83790611984629e-47 2.83790611984629e-47 NA NA NA NA NA NA NA
"cf093e55e162a04b0a18a19ba3d8c785" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas" "Sphingomonas_oligophenolica"
"f9419beaf68d10e43b6c07594f989c4f" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Erythrobacteraceae" "Alteraurantiacibacter" "Alteraurantiacibacter_aestuarii"
"X8416df653810d0a20c18873b8052fa5d" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"f0cc1266d777a83390b41ce27905b427" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Azospirillaceae" "Azospirillum" "Azospirillum_soli"
"X80b48a2cc8b365d226154a468cf6f5b2" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"X62d37b4696595286398f37941cb50a55" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"X5dcf578efd1b81d290a916ac1c5bf285" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"e6f333ea5273bafee222e16f0541c528" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobia_subdivision_3" "Pedosphaera" "Pedosphaera_parvula"
"X4a4e605fefb8a25ded446bd416d8b374" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"ecce169eb0665992ac084e342cd2908d" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Isosphaerales" "Isosphaeraceae" "Nostocoida" "Nostocoida_limicola"
"X6c2017680c628c06ce9531791f1e60a8" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"e94e61638ce4d72403faa417ed9366eb" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Gemmatales" "Gemmataceae" "Gemmata" "Gemmata_massiliana"
"X209d32b0eb46622694e1b9908d91660e" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"X3f58b967d43095923267c00904c2ad64" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"f49c0fc7b3541dd0a0e430b555916aa2" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Actinobacteria" "Actinomycetia" "Micromonosporales" "Micromonosporaceae" "Micromonospora" "Micromonospora_pallida"
"d3e90bd0ffd14613c476cf1b4f5b979c" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Actinobacteria" "Actinomycetia" "Streptomycetales" "Streptomycetaceae" "Streptomyces" "Streptomyces_aculeolatus"
"ff972e00dfe13397598d39f9d87a53c4" 2.87282024159178e-47 2.87282024159178e-47 "Bacteria" "Actinobacteria" "Actinomycetia" "Micrococcales" "Cellulomonadaceae" "Cellulomonas" "Cellulomonas_cellasea"
"X08daaaa6081e150e72de670c2811de5a" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"X4b278560522a0adea39babb586b76ed3" 2.87282024159178e-47 2.87282024159178e-47 NA NA NA NA NA NA NA
"X0186403ed7c0c0abfd933df32e45a7f2" 2.94393614835849e-47 2.94393614835849e-47 NA NA NA NA NA NA NA
"db6515a799c323ae5ef9f0a4f085114c" 2.94393614835849e-47 2.94393614835849e-47 "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Terrimonas" "Terrimonas_suqianensis"
"df0839ba74e4b06cf13f6e76fc894f87" 2.9801484138789e-47 2.9801484138789e-47 "Bacteria" "Bacteroidetes" "Chitinophagia" "Chitinophagales" "Chitinophagaceae" "Lacibacter" "Lacibacter_nakdongensis"
"X16a68ca594f026dc0a81432a3937719b" 2.9801484138789e-47 2.9801484138789e-47 NA NA NA NA NA NA NA
"b1c2408d1e7bb0ee1b4b489f3e0227a6" 3.01680398050594e-47 3.01680398050594e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Hyphomicrobiales" "D05-2" "D05-2" "alpha_proteobacterium"
"c3bf2c2ea5df0bd15c8d0b6cd382054a" 3.01680398050594e-47 3.01680398050594e-47 "Bacteria" "Acidobacteria" "Thermoanaerobaculia" "Thermoanaerobaculales" "Thermoanaerobaculaceae" "Subgroup_10" "bacterium_3-5_YC-ZSS-LKJ-3024"
"f3edfbaefa318bb6083dde71caba7d39" 3.01680398050594e-47 3.01680398050594e-47 "Bacteria" "Chloroflexi" "Thermomicrobia" "Sphaerobacterales" "Sphaerobacteraceae" "Nitrolancea" "Nitrolancea_hollandica"
"X9828d50731f11b98299d57c22ca31471" 3.05390824866481e-47 3.05390824866481e-47 NA NA NA NA NA NA NA
"X1a3ab97fb5bd98020596e7c7b47b1681" 3.05390824866481e-47 3.05390824866481e-47 NA NA NA NA NA NA NA
"X6af487486ae31d79fa33617002e75589" 3.09146668424614e-47 3.09146668424614e-47 NA NA NA NA NA NA NA
"X818c3cb9c27e177b5b8d1bb6bb3cb45c" 3.09146668424614e-47 3.09146668424614e-47 NA NA NA NA NA NA NA
"bf1ac468792fc5bfc831aa20151d5979" 3.09146668424614e-47 3.09146668424614e-47 "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Acidimicrobiaceae" "Acidiferrimicrobium" "Acidiferrimicrobium_australe"
"X3c712afd5a6b78b1eb58706fcb3f4213" 3.12948481939589e-47 3.12948481939589e-47 NA NA NA NA NA NA NA
"caf00e212e8f024fb912c83a15db4424" 3.12948481939589e-47 3.12948481939589e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" NA "planctomycete_DSM1A9"
"e46af2aaf94dff11a29904585aed091b" 3.12948481939589e-47 3.12948481939589e-47 "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Actinomarinicola" "Actinomarinicola_tropica"
"X0b2d80ad08b8677b8f50070d3c974ca7" 3.12948481939589e-47 3.12948481939589e-47 NA NA NA NA NA NA NA
"X360171f61af55dd328fd819ddd63e46d" 3.167968253314e-47 3.167968253314e-47 NA NA NA NA NA NA NA
"X3375f2b08f3db277c183ea86510cc839" 3.20692265306336e-47 3.20692265306336e-47 NA NA NA NA NA NA NA
"ef3233f4c9cdbd395615eb7cf7b6c585" 3.24635375438818e-47 3.24635375438818e-47 "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Alterococcus" "Alterococcus_agarolyticus"
"X7a121e7427926f7b37c40d02bd7301dd" 3.24635375438818e-47 3.24635375438818e-47 NA NA NA NA NA NA NA
"edd93d740f84248044f83f63585a7cb2" 3.24635375438818e-47 3.24635375438818e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctopirus" "Planctopirus_hydrillae"
"X11365ce9e974e2f81e46f77a11fb7068" 3.24635375438818e-47 3.24635375438818e-47 NA NA NA NA NA NA NA
"X8e38bd1ca55cf2337f6a94eff7a143a8" 3.28626736254214e-47 3.28626736254214e-47 NA NA NA NA NA NA NA
"a73d6513b83159276919fdc28fe8adec" 3.28626736254214e-47 3.28626736254214e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium" "Phenylobacterium_deserti"
"X4141d31d0a41f04198f741d8f326a4e9" 3.28626736254214e-47 3.28626736254214e-47 NA NA NA NA NA NA NA
"f8427210ceece53cba757a9bc45cde62" 3.28626736254214e-47 3.28626736254214e-47 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella" "Aquicella_siphonis"
"X0695628e5259bd09c354bef87bc2eb7e" 3.28626736254214e-47 3.28626736254214e-47 NA NA NA NA NA NA NA
"d1cc3c13ae2215e07d7cea14880fe6f0" 3.28626736254214e-47 3.28626736254214e-47 "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Roseivirgaceae" "Roseivirga" "Roseivirga_pacifica"
"X209c31f88a15a6784a6fe59655c98473" 3.28626736254214e-47 3.28626736254214e-47 NA NA NA NA NA NA NA
"X26fa3a451c91b95a0d19317c9613ce64" 3.28626736254214e-47 3.28626736254214e-47 NA NA NA NA NA NA NA
"X32f1b7f498c96300d42d13b425e8bb17" 3.32666935312658e-47 3.32666935312658e-47 NA NA NA NA NA NA NA
"cd60e8ec4ce8bb9d3c491c99758cbd8e" 3.32666935312658e-47 3.32666935312658e-47 "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" "Iamiaceae" "Actinomarinicola" "Actinomarinicola_tropica"
"X927ba2a4afa894836bfef5760c61de23" 3.32666935312658e-47 3.32666935312658e-47 NA NA NA NA NA NA NA
"ab34f46e60a66146291385f6c870475d" 3.32666935312658e-47 3.32666935312658e-47 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Ornatilinea" "Ornatilinea_apprima"
"X568f10eab9a32c2c95093973cc4ae9ca" 3.32666935312658e-47 3.32666935312658e-47 NA NA NA NA NA NA NA
"d5f216ef9c4982856ef8259973808b7e" 3.3675656729387e-47 3.3675656729387e-47 "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Geobacteraceae" "Trichlorobacter" "Trichlorobacter_thiogenes"
"aeef213504b6d8d46056108764b21ad4" 3.3675656729387e-47 3.3675656729387e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodobacterales" "Rhodobacteraceae" "Litorisediminicola" "Litorisediminicola_beolgyonensis"
"e47e3338eda1aa2ebb1734a2c2c3c9b4" 3.3675656729387e-47 3.3675656729387e-47 "Bacteria" "Planctomycetes" "Phycisphaerae" "Tepidisphaerales" "Tepidisphaeraceae" "Tepidisphaera" "Tepidisphaera_mucosa"
"X4afcd86ace13bbb05b74aa28ccac8d7d" 3.3675656729387e-47 3.3675656729387e-47 NA NA NA NA NA NA NA
"X6b03636f961e91fc41523b7ff6281aa7" 3.3675656729387e-47 3.3675656729387e-47 NA NA NA NA NA NA NA
"d6f7f1d117d22d9b5ca45e6ef538ba06" 3.4089623408299e-47 3.4089623408299e-47 "Bacteria" "Verrucomicrobia" "Opitutae" "Opitutales" "Opitutaceae" "Opitutus" "Opitutus_terrae"
"X4c2cdcb9034e2e373b9da36e9c2c048a" 3.4089623408299e-47 3.4089623408299e-47 NA NA NA NA NA NA NA
"ea5ab2a528d8384a389054ffefb9485b" 3.4089623408299e-47 3.4089623408299e-47 "Bacteria" "Proteobacteria" "Betaproteobacteria" "Neisseriales" "Chromobacteriaceae" "Aquaspirillum" "Aquaspirillum_arcticum"
"X446a2c2a03a1c07d9e378d18f9a1f503" 3.4089623408299e-47 3.4089623408299e-47 NA NA NA NA NA NA NA
"c4cceaf41514ffd9e90de86f8bbd712c" 3.4089623408299e-47 3.4089623408299e-47 "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Magnetospirillum" "Magnetospirillum_moscoviense"
"X0849942a198efe3a73c8a1b698f8112b" 3.4089623408299e-47 3.4089623408299e-47 NA NA NA NA NA NA NA
"ba91fe60c6d51126525ae8f845196f01" 3.4089623408299e-47 3.4089623408299e-47 "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" "Anaerolinea" "anaerobic_digester"
"dfb908e7c1b15094053a5a01274128b3" 3.4089623408299e-47 3.4089623408299e-47 "Bacteria" "Chloroflexi" "Anaerolineae" "SBR1031" "SBR1031" "SBR1031" "anaerobic_digester"
"c7d82fab2fac614e1a2e8077c3712d99" 3.45086544857453e-47 3.45086544857453e-47 "Bacteria" "Cyanobacteria" NA "Nostocales" "Scytonemataceae" "Scytonema" "Scytonema_tolypothrichoides"
"X796dac94447e0aa09b36607e4fce80ae" 3.45086544857453e-47 3.45086544857453e-47 NA NA NA NA NA NA NA
"X45c3270aeaf6096ee47e70403b5838b4" 3.45086544857453e-47 3.45086544857453e-47 NA NA NA NA NA NA NA
"ffda04745f37c9f0755e580c91123881" 3.45086544857453e-47 3.45086544857453e-47 "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Chromatiales" "Thioprofundaceae" "Thioprofundum" "Thioprofundum_lithotrophicum"
"X42196011cfb4481b759726da737b369e" 3.45086544857453e-47 3.45086544857453e-47 NA NA NA NA NA NA NA
"X35603eb7525936549aded5491becfccd" 3.45086544857453e-47 3.45086544857453e-47 NA NA NA NA NA NA NA
"bd0ed3bc22f4a3f0e4ccb7b312403d32" 3.45086544857453e-47 3.45086544857453e-47 "Bacteria" "Planctomycetes" "Planctomycetia" "Planctomycetales" "Planctomycetaceae" "Planctopirus" "Planctopirus_hydrillae"
"ef4b4aebe17098dfb56e9af6de4f46f3" 3.45086544857453e-47 3.45086544857453e-47 "Bacteria" "Actinobacteria" "Actinomycetia" "Streptosporangiales" "Thermomonosporaceae" "Actinoallomurus" "Actinoallomurus_bryophytorum"
"X3240d2c4e4361d2c13496ca051c01d33" 3.45086544857453e-47 3.45086544857453e-47 NA NA NA NA NA NA NA
"X29e0b5a3f16e7a8faab948d199e2f34a" 3.49328116174888e-47 3.49328116174888e-47 NA NA NA NA NA NA NA
"X419de82cf76e8c9f774126760fc366c1" 3.49328116174888e-47 3.49328116174888e-47 NA NA NA NA NA NA NA
